q	r	ANI	n1	n2
barcode85.fasta	barcode15.fasta	97.1993	1546	1675
barcode85.fasta	barcode90.fasta	96.6965	1477	1675
barcode86.fasta	barcode86.fasta	100	1702	1702
barcode86.fasta	barcode10.fasta	99.9954	1699	1702
barcode86.fasta	barcode88.fasta	99.7553	1644	1702
barcode86.fasta	barcode30.fasta	99.5233	1655	1702
barcode86.fasta	barcode33.fasta	99.4804	1641	1702
barcode86.fasta	barcode18.fasta	99.3645	1633	1702
barcode86.fasta	barcode84.fasta	99.3524	1631	1702
barcode86.fasta	barcode28.fasta	99.3425	1631	1702
barcode86.fasta	barcode12.fasta	99.333	1631	1702
barcode86.fasta	barcode20.fasta	98.9074	1607	1702
barcode86.fasta	barcode87.fasta	98.9017	1613	1702
barcode86.fasta	barcode72.fasta	98.8939	1605	1702
barcode86.fasta	barcode17.fasta	98.8793	1614	1702
barcode86.fasta	barcode21.fasta	98.857	1604	1702
barcode86.fasta	barcode71.fasta	98.8321	1629	1702
barcode86.fasta	barcode34.fasta	98.8319	1610	1702
barcode86.fasta	barcode85.fasta	98.8313	1616	1702
barcode86.fasta	barcode50.fasta	98.8199	1610	1702
barcode86.fasta	barcode11.fasta	98.8159	1610	1702
barcode86.fasta	barcode27.fasta	98.8111	1602	1702
barcode86.fasta	barcode07.fasta	98.8074	1603	1702
barcode86.fasta	barcode80.fasta	98.7383	1600	1702
barcode86.fasta	barcode26.fasta	98.722	1602	1702
barcode86.fasta	barcode67.fasta	98.5526	1594	1702
barcode86.fasta	barcode68.fasta	98.551	1592	1702
barcode86.fasta	barcode22.fasta	98.5473	1591	1702
barcode86.fasta	barcode75.fasta	98.5447	1596	1702
barcode86.fasta	barcode39.fasta	98.5439	1601	1702
barcode86.fasta	barcode78.fasta	98.5311	1593	1702
barcode86.fasta	barcode74.fasta	98.5226	1595	1702
barcode86.fasta	barcode82.fasta	98.5217	1599	1702
barcode86.fasta	barcode13.fasta	98.5184	1593	1702
barcode86.fasta	barcode06.fasta	98.5056	1588	1702
barcode86.fasta	barcode16.fasta	98.505	1589	1702
barcode86.fasta	barcode35.fasta	98.4977	1594	1702
barcode86.fasta	barcode29.fasta	98.497	1598	1702
barcode86.fasta	barcode19.fasta	98.4914	1592	1702
barcode86.fasta	barcode76.fasta	98.489	1594	1702
barcode86.fasta	barcode77.fasta	98.4863	1594	1702
barcode86.fasta	barcode24.fasta	98.4862	1595	1702
barcode86.fasta	barcode25.fasta	98.4835	1600	1702
barcode86.fasta	barcode23.fasta	98.4726	1598	1702
barcode86.fasta	barcode94.fasta	98.466	1597	1702
barcode86.fasta	barcode38.fasta	98.2386	1570	1702
barcode86.fasta	barcode05.fasta	98.2277	1573	1702
barcode86.fasta	barcode79.fasta	98.2054	1564	1702
barcode86.fasta	barcode08.fasta	98.1515	1567	1702
barcode86.fasta	barcode73.fasta	98.1471	1573	1702
barcode86.fasta	barcode40.fasta	97.8332	1547	1702
barcode86.fasta	barcode09.fasta	97.8069	1542	1702
barcode86.fasta	barcode55.fasta	97.3712	1535	1702
barcode86.fasta	barcode92.fasta	97.3633	1534	1702
barcode86.fasta	barcode56.fasta	97.3632	1515	1702
barcode86.fasta	barcode01.fasta	97.3472	1534	1702
barcode86.fasta	barcode83.fasta	97.3272	1536	1702
barcode86.fasta	barcode41.fasta	97.3231	1546	1702
barcode86.fasta	barcode31.fasta	97.313	1529	1702
barcode86.fasta	barcode36.fasta	97.2863	1535	1702
barcode86.fasta	barcode53.fasta	97.2756	1529	1702
barcode86.fasta	barcode58.fasta	97.2692	1546	1702
barcode86.fasta	barcode46.fasta	97.2671	1504	1702
barcode86.fasta	barcode69.fasta	97.2621	1522	1702
barcode86.fasta	barcode37.fasta	97.2595	1528	1702
barcode86.fasta	barcode02.fasta	97.258	1539	1702
barcode86.fasta	barcode42.fasta	97.2571	1543	1702
barcode86.fasta	barcode64.fasta	97.2544	1531	1702
barcode86.fasta	barcode52.fasta	97.2488	1538	1702
barcode86.fasta	barcode47.fasta	97.2446	1527	1702
barcode86.fasta	barcode45.fasta	97.2419	1532	1702
barcode86.fasta	barcode70.fasta	97.2391	1546	1702
barcode86.fasta	barcode93.fasta	97.2378	1544	1702
barcode86.fasta	barcode63.fasta	97.2327	1545	1702
barcode86.fasta	barcode04.fasta	97.2326	1548	1702
barcode86.fasta	barcode48.fasta	97.2208	1527	1702
barcode86.fasta	barcode61.fasta	97.2181	1539	1702
barcode86.fasta	barcode44.fasta	97.1971	1531	1702
barcode86.fasta	barcode59.fasta	97.1912	1564	1702
barcode86.fasta	barcode81.fasta	97.1826	1534	1702
barcode86.fasta	barcode95.fasta	97.1785	1535	1702
barcode86.fasta	barcode60.fasta	97.1778	1558	1702
barcode86.fasta	barcode66.fasta	97.1743	1513	1702
barcode86.fasta	barcode32.fasta	97.1663	1533	1702
barcode86.fasta	barcode57.fasta	97.1656	1534	1702
barcode86.fasta	barcode49.fasta	97.1607	1538	1702
barcode86.fasta	barcode91.fasta	97.1601	1530	1702
barcode86.fasta	barcode65.fasta	97.16	1530	1702
barcode86.fasta	barcode14.fasta	97.1585	1539	1702
barcode86.fasta	barcode51.fasta	97.1571	1535	1702
barcode86.fasta	barcode62.fasta	97.1532	1538	1702
barcode86.fasta	barcode96.fasta	97.1507	1539	1702
barcode86.fasta	barcode54.fasta	97.1469	1533	1702
barcode86.fasta	barcode15.fasta	97.1444	1549	1702
barcode86.fasta	barcode89.fasta	97.1412	1531	1702
barcode86.fasta	barcode43.fasta	97.1358	1532	1702
barcode86.fasta	barcode03.fasta	97.1005	1523	1702
barcode86.fasta	barcode90.fasta	96.6077	1486	1702
barcode87.fasta	barcode87.fasta	100	1690	1691
barcode87.fasta	barcode20.fasta	99.9447	1670	1691
barcode87.fasta	barcode72.fasta	99.9418	1669	1691
barcode87.fasta	barcode17.fasta	99.855	1652	1691
barcode87.fasta	barcode71.fasta	99.8479	1659	1691
barcode87.fasta	barcode26.fasta	99.6826	1644	1691
barcode87.fasta	barcode80.fasta	99.5685	1646	1691
barcode87.fasta	barcode85.fasta	99.503	1644	1691
barcode87.fasta	barcode34.fasta	99.5024	1651	1691
barcode87.fasta	barcode11.fasta	99.499	1652	1691
barcode87.fasta	barcode50.fasta	99.4954	1645	1691
barcode87.fasta	barcode07.fasta	99.475	1637	1691
barcode87.fasta	barcode27.fasta	99.4697	1639	1691
barcode87.fasta	barcode21.fasta	99.2069	1629	1691
barcode87.fasta	barcode78.fasta	99.1864	1609	1691
barcode87.fasta	barcode22.fasta	99.1788	1612	1691
barcode87.fasta	barcode33.fasta	98.9774	1615	1691
barcode87.fasta	barcode30.fasta	98.949	1617	1691
barcode87.fasta	barcode10.fasta	98.9239	1610	1691
barcode87.fasta	barcode86.fasta	98.8982	1617	1691
barcode87.fasta	barcode75.fasta	98.8209	1582	1691
barcode87.fasta	barcode68.fasta	98.8024	1584	1691
barcode87.fasta	barcode39.fasta	98.7945	1584	1691
barcode87.fasta	barcode67.fasta	98.788	1584	1691
barcode87.fasta	barcode13.fasta	98.7854	1581	1691
barcode87.fasta	barcode84.fasta	98.7387	1598	1691
barcode87.fasta	barcode28.fasta	98.7369	1620	1691
barcode87.fasta	barcode88.fasta	98.7349	1624	1691
barcode87.fasta	barcode82.fasta	98.7204	1580	1691
barcode87.fasta	barcode12.fasta	98.7	1617	1691
barcode87.fasta	barcode18.fasta	98.6939	1620	1691
barcode87.fasta	barcode24.fasta	98.6836	1573	1691
barcode87.fasta	barcode23.fasta	98.6642	1579	1691
barcode87.fasta	barcode77.fasta	98.6559	1579	1691
barcode87.fasta	barcode29.fasta	98.6446	1583	1691
barcode87.fasta	barcode06.fasta	98.6441	1583	1691
barcode87.fasta	barcode19.fasta	98.6437	1580	1691
barcode87.fasta	barcode76.fasta	98.6386	1587	1691
barcode87.fasta	barcode35.fasta	98.6351	1588	1691
barcode87.fasta	barcode16.fasta	98.6302	1589	1691
barcode87.fasta	barcode94.fasta	98.6226	1590	1691
barcode87.fasta	barcode25.fasta	98.5756	1590	1691
barcode87.fasta	barcode74.fasta	98.5268	1574	1691
barcode87.fasta	barcode08.fasta	98.3503	1570	1691
barcode87.fasta	barcode73.fasta	98.3151	1574	1691
barcode87.fasta	barcode79.fasta	98.2984	1552	1691
barcode87.fasta	barcode05.fasta	98.2864	1565	1691
barcode87.fasta	barcode38.fasta	98.2801	1563	1691
barcode87.fasta	barcode40.fasta	97.8008	1558	1691
barcode87.fasta	barcode09.fasta	97.7362	1560	1691
barcode87.fasta	barcode83.fasta	97.4668	1536	1691
barcode87.fasta	barcode56.fasta	97.4164	1525	1691
barcode87.fasta	barcode01.fasta	97.4089	1539	1691
barcode87.fasta	barcode42.fasta	97.4072	1538	1691
barcode87.fasta	barcode60.fasta	97.3819	1544	1691
barcode87.fasta	barcode04.fasta	97.3679	1547	1691
barcode87.fasta	barcode59.fasta	97.3586	1546	1691
barcode87.fasta	barcode64.fasta	97.358	1529	1691
barcode87.fasta	barcode92.fasta	97.3568	1548	1691
barcode87.fasta	barcode37.fasta	97.3539	1535	1691
barcode87.fasta	barcode55.fasta	97.3535	1541	1691
barcode87.fasta	barcode02.fasta	97.3501	1535	1691
barcode87.fasta	barcode63.fasta	97.3457	1536	1691
barcode87.fasta	barcode31.fasta	97.3384	1533	1691
barcode87.fasta	barcode53.fasta	97.3304	1543	1691
barcode87.fasta	barcode45.fasta	97.3298	1522	1691
barcode87.fasta	barcode70.fasta	97.3279	1539	1691
barcode87.fasta	barcode58.fasta	97.3263	1547	1691
barcode87.fasta	barcode41.fasta	97.3187	1556	1691
barcode87.fasta	barcode93.fasta	97.304	1539	1691
barcode87.fasta	barcode36.fasta	97.3004	1538	1691
barcode87.fasta	barcode47.fasta	97.2989	1530	1691
barcode87.fasta	barcode91.fasta	97.2968	1531	1691
barcode87.fasta	barcode46.fasta	97.2948	1514	1691
barcode87.fasta	barcode95.fasta	97.2844	1526	1691
barcode87.fasta	barcode54.fasta	97.2753	1525	1691
barcode87.fasta	barcode52.fasta	97.2718	1540	1691
barcode87.fasta	barcode15.fasta	97.2614	1538	1691
barcode87.fasta	barcode49.fasta	97.257	1523	1691
barcode87.fasta	barcode48.fasta	97.2565	1532	1691
barcode87.fasta	barcode61.fasta	97.2549	1537	1691
barcode87.fasta	barcode43.fasta	97.2528	1536	1691
barcode87.fasta	barcode96.fasta	97.249	1526	1691
barcode87.fasta	barcode62.fasta	97.2488	1523	1691
barcode87.fasta	barcode65.fasta	97.2479	1531	1691
barcode87.fasta	barcode66.fasta	97.2466	1528	1691
barcode87.fasta	barcode81.fasta	97.2424	1525	1691
barcode87.fasta	barcode89.fasta	97.2423	1514	1691
barcode87.fasta	barcode51.fasta	97.2337	1530	1691
barcode87.fasta	barcode32.fasta	97.232	1527	1691
barcode87.fasta	barcode44.fasta	97.2283	1530	1691
barcode87.fasta	barcode69.fasta	97.2278	1532	1691
barcode87.fasta	barcode57.fasta	97.2207	1539	1691
barcode87.fasta	barcode14.fasta	97.2196	1532	1691
barcode87.fasta	barcode03.fasta	97.2098	1521	1691
barcode87.fasta	barcode90.fasta	96.6089	1486	1691
barcode88.fasta	barcode88.fasta	100	1708	1708
barcode88.fasta	barcode86.fasta	99.7966	1637	1708
barcode88.fasta	barcode10.fasta	99.7944	1637	1708
barcode88.fasta	barcode30.fasta	99.4968	1624	1708
barcode88.fasta	barcode33.fasta	99.4506	1647	1708
barcode88.fasta	barcode84.fasta	99.3687	1637	1708
barcode88.fasta	barcode18.fasta	99.3118	1639	1708
barcode88.fasta	barcode28.fasta	99.2671	1644	1708
barcode88.fasta	barcode12.fasta	99.259	1652	1708
barcode88.fasta	barcode21.fasta	98.826	1603	1708
barcode88.fasta	barcode72.fasta	98.801	1602	1708
barcode88.fasta	barcode20.fasta	98.7747	1611	1708
barcode88.fasta	barcode71.fasta	98.7661	1602	1708
barcode88.fasta	barcode87.fasta	98.7527	1618	1708
barcode88.fasta	barcode17.fasta	98.749	1600	1708
barcode88.fasta	barcode85.fasta	98.742	1606	1708
barcode88.fasta	barcode50.fasta	98.7337	1608	1708
barcode88.fasta	barcode11.fasta	98.7307	1613	1708
barcode88.fasta	barcode34.fasta	98.7197	1612	1708
barcode88.fasta	barcode27.fasta	98.6759	1602	1708
barcode88.fasta	barcode07.fasta	98.6541	1608	1708
barcode88.fasta	barcode26.fasta	98.6297	1602	1708
barcode88.fasta	barcode80.fasta	98.5946	1609	1708
barcode88.fasta	barcode22.fasta	98.4903	1577	1708
barcode88.fasta	barcode74.fasta	98.4715	1577	1708
barcode88.fasta	barcode78.fasta	98.4693	1589	1708
barcode88.fasta	barcode82.fasta	98.4319	1573	1708
barcode88.fasta	barcode68.fasta	98.3853	1588	1708
barcode88.fasta	barcode19.fasta	98.3813	1574	1708
barcode88.fasta	barcode23.fasta	98.3811	1585	1708
barcode88.fasta	barcode06.fasta	98.3706	1579	1708
barcode88.fasta	barcode13.fasta	98.3699	1583	1708
barcode88.fasta	barcode35.fasta	98.369	1584	1708
barcode88.fasta	barcode67.fasta	98.3683	1589	1708
barcode88.fasta	barcode75.fasta	98.3629	1588	1708
barcode88.fasta	barcode76.fasta	98.3591	1579	1708
barcode88.fasta	barcode24.fasta	98.358	1583	1708
barcode88.fasta	barcode94.fasta	98.3534	1585	1708
barcode88.fasta	barcode77.fasta	98.35	1578	1708
barcode88.fasta	barcode39.fasta	98.3441	1589	1708
barcode88.fasta	barcode29.fasta	98.3346	1589	1708
barcode88.fasta	barcode16.fasta	98.3124	1588	1708
barcode88.fasta	barcode25.fasta	98.292	1593	1708
barcode88.fasta	barcode05.fasta	98.2287	1569	1708
barcode88.fasta	barcode79.fasta	98.1981	1573	1708
barcode88.fasta	barcode38.fasta	98.1485	1577	1708
barcode88.fasta	barcode08.fasta	98.0157	1573	1708
barcode88.fasta	barcode73.fasta	97.9634	1581	1708
barcode88.fasta	barcode09.fasta	97.6972	1566	1708
barcode88.fasta	barcode40.fasta	97.6756	1568	1708
barcode88.fasta	barcode83.fasta	97.3485	1525	1708
barcode88.fasta	barcode60.fasta	97.3296	1547	1708
barcode88.fasta	barcode55.fasta	97.3275	1543	1708
barcode88.fasta	barcode42.fasta	97.3213	1537	1708
barcode88.fasta	barcode59.fasta	97.3123	1551	1708
barcode88.fasta	barcode04.fasta	97.2848	1552	1708
barcode88.fasta	barcode41.fasta	97.2692	1544	1708
barcode88.fasta	barcode92.fasta	97.264	1541	1708
barcode88.fasta	barcode58.fasta	97.2564	1556	1708
barcode88.fasta	barcode56.fasta	97.2547	1525	1708
barcode88.fasta	barcode45.fasta	97.2491	1525	1708
barcode88.fasta	barcode01.fasta	97.2474	1544	1708
barcode88.fasta	barcode61.fasta	97.242	1529	1708
barcode88.fasta	barcode36.fasta	97.2404	1546	1708
barcode88.fasta	barcode46.fasta	97.2399	1509	1708
barcode88.fasta	barcode93.fasta	97.2398	1538	1708
barcode88.fasta	barcode02.fasta	97.2302	1548	1708
barcode88.fasta	barcode31.fasta	97.2248	1542	1708
barcode88.fasta	barcode63.fasta	97.2184	1548	1708
barcode88.fasta	barcode70.fasta	97.2159	1552	1708
barcode88.fasta	barcode64.fasta	97.2001	1541	1708
barcode88.fasta	barcode69.fasta	97.1993	1540	1708
barcode88.fasta	barcode37.fasta	97.198	1540	1708
barcode88.fasta	barcode47.fasta	97.1967	1520	1708
barcode88.fasta	barcode52.fasta	97.196	1543	1708
barcode88.fasta	barcode66.fasta	97.194	1523	1708
barcode88.fasta	barcode53.fasta	97.1871	1545	1708
barcode88.fasta	barcode48.fasta	97.1735	1537	1708
barcode88.fasta	barcode54.fasta	97.1735	1529	1708
barcode88.fasta	barcode95.fasta	97.1718	1530	1708
barcode88.fasta	barcode15.fasta	97.1714	1542	1708
barcode88.fasta	barcode49.fasta	97.1605	1529	1708
barcode88.fasta	barcode91.fasta	97.1494	1534	1708
barcode88.fasta	barcode62.fasta	97.1474	1533	1708
barcode88.fasta	barcode89.fasta	97.1422	1531	1708
barcode88.fasta	barcode57.fasta	97.1395	1541	1708
barcode88.fasta	barcode43.fasta	97.1247	1541	1708
barcode88.fasta	barcode65.fasta	97.1157	1541	1708
barcode88.fasta	barcode81.fasta	97.1108	1544	1708
barcode88.fasta	barcode44.fasta	97.1092	1543	1708
barcode88.fasta	barcode32.fasta	97.1057	1530	1708
barcode88.fasta	barcode96.fasta	97.1035	1540	1708
barcode88.fasta	barcode14.fasta	97.0992	1543	1708
barcode88.fasta	barcode03.fasta	97.0985	1530	1708
barcode88.fasta	barcode51.fasta	97.0975	1530	1708
barcode88.fasta	barcode90.fasta	96.5887	1490	1708
barcode89.fasta	barcode89.fasta	100	1639	1640
barcode89.fasta	barcode32.fasta	99.9963	1639	1640
barcode89.fasta	barcode51.fasta	99.9963	1640	1640
barcode89.fasta	barcode03.fasta	99.8476	1632	1640
barcode89.fasta	barcode65.fasta	99.6663	1637	1640
barcode89.fasta	barcode93.fasta	97.6537	1553	1640
barcode89.fasta	barcode37.fasta	97.5716	1551	1640
barcode89.fasta	barcode45.fasta	97.5603	1531	1640
barcode89.fasta	barcode66.fasta	97.5575	1534	1640
barcode89.fasta	barcode31.fasta	97.555	1549	1640
barcode89.fasta	barcode53.fasta	97.5449	1554	1640
barcode89.fasta	barcode46.fasta	97.5275	1519	1640
barcode89.fasta	barcode64.fasta	97.5236	1550	1640
barcode89.fasta	barcode44.fasta	97.5171	1551	1640
barcode89.fasta	barcode69.fasta	97.5166	1554	1640
barcode89.fasta	barcode54.fasta	97.5049	1553	1640
barcode89.fasta	barcode61.fasta	97.4984	1550	1640
barcode89.fasta	barcode57.fasta	97.4955	1561	1640
barcode89.fasta	barcode14.fasta	97.4942	1564	1640
barcode89.fasta	barcode95.fasta	97.4936	1562	1640
barcode89.fasta	barcode47.fasta	97.4922	1540	1640
barcode89.fasta	barcode02.fasta	97.4876	1542	1640
barcode89.fasta	barcode36.fasta	97.4875	1546	1640
barcode89.fasta	barcode63.fasta	97.4863	1547	1640
barcode89.fasta	barcode52.fasta	97.476	1545	1640
barcode89.fasta	barcode81.fasta	97.4735	1566	1640
barcode89.fasta	barcode43.fasta	97.4708	1561	1640
barcode89.fasta	barcode96.fasta	97.4683	1568	1640
barcode89.fasta	barcode62.fasta	97.4679	1562	1640
barcode89.fasta	barcode91.fasta	97.4594	1568	1640
barcode89.fasta	barcode70.fasta	97.4591	1550	1640
barcode89.fasta	barcode49.fasta	97.4416	1564	1640
barcode89.fasta	barcode48.fasta	97.439	1563	1640
barcode89.fasta	barcode01.fasta	97.4339	1543	1640
barcode89.fasta	barcode83.fasta	97.4222	1530	1640
barcode89.fasta	barcode92.fasta	97.3826	1544	1640
barcode89.fasta	barcode56.fasta	97.3807	1530	1640
barcode89.fasta	barcode41.fasta	97.3647	1537	1640
barcode89.fasta	barcode59.fasta	97.3583	1539	1640
barcode89.fasta	barcode60.fasta	97.3524	1545	1640
barcode89.fasta	barcode55.fasta	97.3512	1533	1640
barcode89.fasta	barcode42.fasta	97.3352	1537	1640
barcode89.fasta	barcode15.fasta	97.3265	1553	1640
barcode89.fasta	barcode58.fasta	97.3128	1549	1640
barcode89.fasta	barcode04.fasta	97.308	1543	1640
barcode89.fasta	barcode84.fasta	97.2979	1523	1640
barcode89.fasta	barcode34.fasta	97.2935	1519	1640
barcode89.fasta	barcode67.fasta	97.2785	1515	1640
barcode89.fasta	barcode28.fasta	97.2708	1523	1640
barcode89.fasta	barcode11.fasta	97.2656	1519	1640
barcode89.fasta	barcode27.fasta	97.2531	1521	1640
barcode89.fasta	barcode20.fasta	97.2484	1519	1640
barcode89.fasta	barcode12.fasta	97.2483	1530	1640
barcode89.fasta	barcode68.fasta	97.2452	1520	1640
barcode89.fasta	barcode29.fasta	97.2441	1522	1640
barcode89.fasta	barcode50.fasta	97.2426	1523	1640
barcode89.fasta	barcode72.fasta	97.2362	1520	1640
barcode89.fasta	barcode18.fasta	97.2344	1529	1640
barcode89.fasta	barcode05.fasta	97.2329	1529	1640
barcode89.fasta	barcode19.fasta	97.2322	1527	1640
barcode89.fasta	barcode10.fasta	97.2319	1522	1640
barcode89.fasta	barcode94.fasta	97.2303	1536	1640
barcode89.fasta	barcode17.fasta	97.2298	1510	1640
barcode89.fasta	barcode33.fasta	97.2293	1516	1640
barcode89.fasta	barcode73.fasta	97.2256	1523	1640
barcode89.fasta	barcode24.fasta	97.2229	1519	1640
barcode89.fasta	barcode82.fasta	97.2204	1522	1640
barcode89.fasta	barcode38.fasta	97.2164	1528	1640
barcode89.fasta	barcode35.fasta	97.214	1534	1640
barcode89.fasta	barcode25.fasta	97.2134	1523	1640
barcode89.fasta	barcode07.fasta	97.2133	1513	1640
barcode89.fasta	barcode06.fasta	97.2128	1524	1640
barcode89.fasta	barcode23.fasta	97.2079	1530	1640
barcode89.fasta	barcode13.fasta	97.2068	1520	1640
barcode89.fasta	barcode75.fasta	97.205	1529	1640
barcode89.fasta	barcode77.fasta	97.2049	1534	1640
barcode89.fasta	barcode26.fasta	97.2042	1524	1640
barcode89.fasta	barcode39.fasta	97.1997	1526	1640
barcode89.fasta	barcode87.fasta	97.1976	1531	1640
barcode89.fasta	barcode71.fasta	97.1971	1520	1640
barcode89.fasta	barcode85.fasta	97.1968	1533	1640
barcode89.fasta	barcode16.fasta	97.1959	1532	1640
barcode89.fasta	barcode86.fasta	97.1948	1525	1640
barcode89.fasta	barcode88.fasta	97.1873	1531	1640
barcode89.fasta	barcode78.fasta	97.1832	1526	1640
barcode89.fasta	barcode76.fasta	97.1782	1535	1640
barcode89.fasta	barcode08.fasta	97.1757	1521	1640
barcode89.fasta	barcode21.fasta	97.1741	1524	1640
barcode89.fasta	barcode79.fasta	97.1729	1535	1640
barcode89.fasta	barcode74.fasta	97.172	1521	1640
barcode89.fasta	barcode30.fasta	97.1663	1517	1640
barcode89.fasta	barcode80.fasta	97.1531	1518	1640
barcode89.fasta	barcode22.fasta	97.1308	1532	1640
barcode89.fasta	barcode09.fasta	97.1291	1528	1640
barcode89.fasta	barcode40.fasta	97.111	1522	1640
barcode89.fasta	barcode90.fasta	96.9266	1499	1640
barcode90.fasta	barcode90.fasta	100	1683	1684
barcode90.fasta	barcode89.fasta	96.8541	1511	1684
barcode90.fasta	barcode03.fasta	96.8525	1512	1684
barcode90.fasta	barcode65.fasta	96.8225	1512	1684
barcode90.fasta	barcode32.fasta	96.8191	1521	1684
barcode90.fasta	barcode66.fasta	96.8179	1485	1684
barcode90.fasta	barcode46.fasta	96.81	1468	1684
barcode90.fasta	barcode51.fasta	96.8065	1523	1684
barcode90.fasta	barcode36.fasta	96.7992	1484	1684
barcode90.fasta	barcode54.fasta	96.7958	1494	1684
barcode90.fasta	barcode63.fasta	96.7941	1494	1684
barcode90.fasta	barcode58.fasta	96.7941	1495	1684
barcode90.fasta	barcode14.fasta	96.7849	1505	1684
barcode90.fasta	barcode69.fasta	96.7812	1497	1684
barcode90.fasta	barcode70.fasta	96.778	1491	1684
barcode90.fasta	barcode57.fasta	96.7761	1510	1684
barcode90.fasta	barcode04.fasta	96.7733	1492	1684
barcode90.fasta	barcode95.fasta	96.7698	1498	1684
barcode90.fasta	barcode93.fasta	96.7691	1490	1684
barcode90.fasta	barcode44.fasta	96.7655	1503	1684
barcode90.fasta	barcode45.fasta	96.7604	1496	1684
barcode90.fasta	barcode31.fasta	96.7573	1489	1684
barcode90.fasta	barcode61.fasta	96.7534	1492	1684
barcode90.fasta	barcode53.fasta	96.7479	1497	1684
barcode90.fasta	barcode02.fasta	96.7477	1506	1684
barcode90.fasta	barcode62.fasta	96.7466	1517	1684
barcode90.fasta	barcode52.fasta	96.7449	1511	1684
barcode90.fasta	barcode48.fasta	96.7449	1513	1684
barcode90.fasta	barcode96.fasta	96.7404	1517	1684
barcode90.fasta	barcode49.fasta	96.7393	1519	1684
barcode90.fasta	barcode91.fasta	96.7381	1505	1684
barcode90.fasta	barcode64.fasta	96.7375	1493	1684
barcode90.fasta	barcode01.fasta	96.7347	1493	1684
barcode90.fasta	barcode83.fasta	96.7293	1488	1684
barcode90.fasta	barcode47.fasta	96.7266	1491	1684
barcode90.fasta	barcode55.fasta	96.7238	1502	1684
barcode90.fasta	barcode81.fasta	96.7232	1513	1684
barcode90.fasta	barcode56.fasta	96.7212	1487	1684
barcode90.fasta	barcode41.fasta	96.7205	1501	1684
barcode90.fasta	barcode92.fasta	96.7179	1509	1684
barcode90.fasta	barcode42.fasta	96.7151	1504	1684
barcode90.fasta	barcode43.fasta	96.7112	1509	1684
barcode90.fasta	barcode59.fasta	96.7043	1502	1684
barcode90.fasta	barcode37.fasta	96.6986	1504	1684
barcode90.fasta	barcode15.fasta	96.68	1519	1684
barcode90.fasta	barcode18.fasta	96.6786	1488	1684
barcode90.fasta	barcode17.fasta	96.6716	1478	1684
barcode90.fasta	barcode86.fasta	96.6699	1479	1684
barcode90.fasta	barcode60.fasta	96.6698	1503	1684
barcode90.fasta	barcode23.fasta	96.6591	1481	1684
barcode90.fasta	barcode33.fasta	96.6499	1485	1684
barcode90.fasta	barcode85.fasta	96.6444	1486	1684
barcode90.fasta	barcode10.fasta	96.6437	1492	1684
barcode90.fasta	barcode94.fasta	96.6407	1488	1684
barcode90.fasta	barcode26.fasta	96.637	1485	1684
barcode90.fasta	barcode06.fasta	96.6343	1500	1684
barcode90.fasta	barcode71.fasta	96.6315	1490	1684
barcode90.fasta	barcode21.fasta	96.6314	1478	1684
barcode90.fasta	barcode35.fasta	96.6301	1490	1684
barcode90.fasta	barcode05.fasta	96.6289	1486	1684
barcode90.fasta	barcode27.fasta	96.6275	1481	1684
barcode90.fasta	barcode07.fasta	96.6274	1490	1684
barcode90.fasta	barcode11.fasta	96.6256	1486	1684
barcode90.fasta	barcode12.fasta	96.6249	1490	1684
barcode90.fasta	barcode79.fasta	96.6229	1492	1684
barcode90.fasta	barcode28.fasta	96.6206	1500	1684
barcode90.fasta	barcode38.fasta	96.6193	1490	1684
barcode90.fasta	barcode87.fasta	96.6193	1491	1684
barcode90.fasta	barcode29.fasta	96.6188	1495	1684
barcode90.fasta	barcode19.fasta	96.6187	1498	1684
barcode90.fasta	barcode84.fasta	96.6166	1489	1684
barcode90.fasta	barcode24.fasta	96.6149	1505	1684
barcode90.fasta	barcode20.fasta	96.6125	1493	1684
barcode90.fasta	barcode22.fasta	96.6087	1488	1684
barcode90.fasta	barcode72.fasta	96.6084	1492	1684
barcode90.fasta	barcode74.fasta	96.6078	1491	1684
barcode90.fasta	barcode50.fasta	96.6033	1486	1684
barcode90.fasta	barcode80.fasta	96.6025	1488	1684
barcode90.fasta	barcode09.fasta	96.6015	1481	1684
barcode90.fasta	barcode30.fasta	96.5989	1497	1684
barcode90.fasta	barcode40.fasta	96.5971	1479	1684
barcode90.fasta	barcode68.fasta	96.5969	1496	1684
barcode90.fasta	barcode67.fasta	96.5952	1495	1684
barcode90.fasta	barcode73.fasta	96.5946	1480	1684
barcode90.fasta	barcode77.fasta	96.5941	1514	1684
barcode90.fasta	barcode13.fasta	96.5911	1493	1684
barcode90.fasta	barcode78.fasta	96.587	1488	1684
barcode90.fasta	barcode34.fasta	96.5863	1495	1684
barcode90.fasta	barcode75.fasta	96.5856	1496	1684
barcode90.fasta	barcode39.fasta	96.5814	1501	1684
barcode90.fasta	barcode88.fasta	96.5743	1492	1684
barcode90.fasta	barcode08.fasta	96.571	1496	1684
barcode90.fasta	barcode76.fasta	96.5707	1492	1684
barcode90.fasta	barcode82.fasta	96.5703	1501	1684
barcode90.fasta	barcode16.fasta	96.5659	1501	1684
barcode90.fasta	barcode25.fasta	96.5546	1502	1684
barcode91.fasta	barcode91.fasta	100	1649	1649
barcode91.fasta	barcode95.fasta	99.9809	1648	1649
