sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
barcode47_RM_Type_I_9	RM	RM_Type_I	bc47_03037	bc47_03041	bc47_03037,bc47_03038,bc47_03041	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode47_CAS_Class1-Subtype-I-F_10	CasFinder	CAS_Class1-Subtype-I-F	bc47_00249	bc47_00254	bc47_00249,bc47_00250,bc47_00251,bc47_00252,bc47_00253,bc47_00254	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode47_PD-T7-3_3	PD-T7-3	PD-T7-3	bc47_04130	bc47_04130	bc47_04130	1	PD-T7-3__PD-T7-3
barcode48_Gabija_2	Gabija	Gabija	bc48_01908	bc48_01909	bc48_01908,bc48_01909	2	Gabija__GajB_2,Gabija__GajA
barcode48_Lamassu-Cap4_nuclease_3	Lamassu-Fam	Lamassu-Cap4_nuclease	bc48_03378	bc48_03380	bc48_03378,bc48_03379,bc48_03380	3	Lamassu-Fam__LmuB_SMC_Lipase,Lamassu-Fam__LmuC_acc_Lipase,Lamassu-Fam__LmuA_effector_Cap4_nuclease_II
barcode48_AbiD_1	AbiD	AbiD	bc48_04021	bc48_04021	bc48_04021	1	AbiD__AbiD
barcode48_Avs_III_4	Avs	Avs_III	bc48_03085	bc48_03086	bc48_03085,bc48_03086	2	Avs_III__Avs3B,Avs_III__Avs3A
barcode48_Wadjet_I_6	Wadjet	Wadjet_I	bc48_03871	bc48_03876	bc48_03871,bc48_03873,bc48_03875,bc48_03876	4	Wadjet__JetD_I,Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode48_RM_Type_II_12	RM	RM_Type_II	bc48_00716	bc48_00717	bc48_00716,bc48_00717	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
barcode48_RM_Type_I_11	RM	RM_Type_I	bc48_02723	bc48_02728	bc48_02723,bc48_02727,bc48_02728	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode48_SoFic_8	SoFIC	SoFic	bc48_00053	bc48_00053	bc48_00053	1	SoFic__SoFic
barcode48_SoFic_9	SoFIC	SoFic	bc48_02724	bc48_02724	bc48_02724	1	SoFic__SoFic
barcode48_SoFic_10	SoFIC	SoFic	bc48_04201	bc48_04201	bc48_04201	1	SoFic__SoFic
barcode48_CAS_Class1-Subtype-I-F_13	CasFinder	CAS_Class1-Subtype-I-F	bc48_04222	bc48_04227	bc48_04222,bc48_04223,bc48_04224,bc48_04225,bc48_04226,bc48_04227	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode48_RosmerTA_7	RosmerTA	RosmerTA	bc48_01910	bc48_01911	bc48_01910,bc48_01911	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
barcode49_Gao_TerY_2	Gao_TerY	Gao_TerY	bc49_01045	bc49_01047	bc49_01045,bc49_01046,bc49_01047	3	Gao_TerY__TerYA,Gao_TerY__TerYB,Gao_TerY__TerYC
barcode49_Gao_Iet_1	Gao_Iet	Gao_Iet	bc49_02229	bc49_02230	bc49_02229,bc49_02230	2	Gao_Iet__IetA,Gao_Iet__IetS
barcode49_Lamassu-Mrr_3	Lamassu-Fam	Lamassu-Mrr	bc49_04161	bc49_04163	bc49_04161,bc49_04162,bc49_04163	3	Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuC_acc_Mrr,Lamassu-Fam__LmuB_SMC_Mrr
barcode49_SoFic_14	SoFIC	SoFic	bc49_00052	bc49_00052	bc49_00052	1	SoFic__SoFic
barcode49_CBASS_I_13	CBASS	CBASS_I	bc49_00121	bc49_00122	bc49_00121,bc49_00122	2	CBASS__Sensing_SAVED,CBASS__Cyclase_II
barcode49_SoFic_15	SoFIC	SoFic	bc49_00221	bc49_00221	bc49_00221	1	SoFic__SoFic
barcode49_BREX_I_11	BREX	BREX_I	bc49_03675	bc49_03680	bc49_03675,bc49_03676,bc49_03677,bc49_03678,bc49_03679,bc49_03680	6	BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819
barcode49_FS_HP_4	FS_HP	FS_HP	bc49_00021	bc49_00021	bc49_00021	1	FS_HP__HP
barcode49_NLR_like_bNACHT01_5	NLR	NLR_like_bNACHT01	bc49_00060	bc49_00060	bc49_00060	1	NLR_like_bNACHT01__NLR_like_bNACHT01
barcode49_Septu_6	Septu	Septu	bc49_01958	bc49_01960	bc49_01958,bc49_01959,bc49_01960	3	Septu__PtuB,Septu__PtuA,Septu__PtuB
barcode49_Wadjet_I_8	Wadjet	Wadjet_I	bc49_04134	bc49_04137	bc49_04134,bc49_04136,bc49_04137	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode49_RM_Type_I_16	RM	RM_Type_I	bc49_03025	bc49_03029	bc49_03025,bc49_03026,bc49_03029	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode49_CapRel_9	CapRel	CapRel	bc49_00471	bc49_00471	bc49_00471	1	CapRel__CapRel
barcode49_CAS_Class1-Subtype-I-F_17	CasFinder	CAS_Class1-Subtype-I-F	bc49_00245	bc49_00250	bc49_00245,bc49_00246,bc49_00247,bc49_00248,bc49_00249,bc49_00250	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode50_Zorya_TypeI_7	Zorya	Zorya_TypeI	bc50_02729	bc50_02732	bc50_02729,bc50_02730,bc50_02731,bc50_02732	4	Zorya_TypeI__ZorD,Zorya_TypeI__ZorC,Zorya__ZorB,Zorya__ZorA
barcode50_RM_Type_I_11	RM	RM_Type_I	bc50_01243	bc50_01248	bc50_01243,bc50_01244,bc50_01248	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode50_RM_Type_I_12	RM	RM_Type_I	bc50_03124	bc50_03127	bc50_03124,bc50_03125,bc50_03127	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode50_SoFic_9	SoFIC	SoFic	bc50_00055	bc50_00055	bc50_00055	1	SoFic__SoFic
barcode50_SoFic_10	SoFIC	SoFic	bc50_00237	bc50_00237	bc50_00237	1	SoFic__SoFic
barcode50_Retron_XII_8	Retron	Retron_XII	bc50_00591	bc50_00591	bc50_00591	1	Retron_XII__RT_12
barcode50_Wadjet_I_6	Wadjet	Wadjet_I	bc50_04208	bc50_04211	bc50_04208,bc50_04210,bc50_04211	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode50_AbiD_1	AbiD	AbiD	bc50_00344	bc50_00344	bc50_00344	1	AbiD__AbiD
barcode50_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc50_00541	bc50_00541	bc50_00541	1	Gao_Ppl__PplA
barcode50_AbiE_2	AbiE	AbiE	bc50_01073	bc50_01074	bc50_01073,bc50_01074	2	AbiEii__AbiEii,AbiEii__AbiEi_3
barcode50_Lamassu-Cap4_nuclease_4	Lamassu-Fam	Lamassu-Cap4_nuclease	bc50_02577	bc50_02579	bc50_02577,bc50_02578,bc50_02579	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
barcode51_RM_Type_II_6	RM	RM_Type_II	bc51_00990	bc51_00994	bc51_00990,bc51_00993,bc51_00994	3	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases,RM_Type_II__Type_II_REases
barcode51_PrrC_4	PrrC	PrrC	bc51_02988	bc51_02992	bc51_02988,bc51_02990,bc51_02992	3	RM__Type_I_MTases,PrrC__PrrC,RM__Type_I_REases
barcode51_Wadjet_I_2	Wadjet	Wadjet_I	bc51_04072	bc51_04075	bc51_04072,bc51_04074,bc51_04075	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode51_CAS_Class1-Subtype-I-F_7	CasFinder	CAS_Class1-Subtype-I-F	bc51_00250	bc51_00255	bc51_00250,bc51_00251,bc51_00252,bc51_00253,bc51_00254,bc51_00255	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode51_SoFic_3	SoFIC	SoFic	bc51_00232	bc51_00232	bc51_00232	1	SoFic__SoFic
barcode52_CAS_Class1-Subtype-I-F_12	CasFinder	CAS_Class1-Subtype-I-F	bc52_00243	bc52_00248	bc52_00243,bc52_00244,bc52_00245,bc52_00246,bc52_00247,bc52_00248	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode52_SoFic_9	SoFIC	SoFic	bc52_00054	bc52_00054	bc52_00054	1	SoFic__SoFic
barcode52_SoFic_10	SoFIC	SoFic	bc52_00222	bc52_00222	bc52_00222	1	SoFic__SoFic
barcode52_SEFIR_8	SEFIR	SEFIR	bc52_00998	bc52_00998	bc52_00998	1	SEFIR__bSEFIR
barcode52_CBASS_II_7	CBASS	CBASS_II	bc52_02363	bc52_02365	bc52_02363,bc52_02364,bc52_02365	3	CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Phospholipase
barcode52_Wadjet_I_4	Wadjet	Wadjet_I	bc52_04166	bc52_04169	bc52_04166,bc52_04168,bc52_04169	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode52_RM_Type_I_11	RM	RM_Type_I	bc52_03086	bc52_03089	bc52_03086,bc52_03087,bc52_03089	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode52_dCTPdeaminase_2	dCTPdeaminase	dCTPdeaminase	bc52_00061	bc52_00061	bc52_00061	1	dCTPdeaminase__dCTPdeaminase
barcode52_Lamassu-Cap4_nuclease_1	Lamassu-Fam	Lamassu-Cap4_nuclease	bc52_00996	bc52_00997	bc52_00996,bc52_00997	2	Lamassu-Fam__LmuA_effector_Cap4_nuclease,Lamassu-Fam__LmuB_SMC_Cap4_nuclease
barcode53_PARIS_II_merge_4	Paris	PARIS_II_merge	bc53_02042	bc53_02042	bc53_02042	1	Paris_II_merge__AAA_21_DUF4435
barcode53_Detocs_5	Detocs	Detocs	bc53_02043	bc53_02045	bc53_02043,bc53_02044,bc53_02045	3	Detocs__dtcC,Detocs__dtcB,Detocs__dtcA
barcode53_Shango_9	Shango	Shango	bc53_02475	bc53_02477	bc53_02475,bc53_02476,bc53_02477	3	Shango__SngA,Shango__SngB,Shango__SngC
barcode53_RM_Type_I_15	RM	RM_Type_I	bc53_03021	bc53_03025	bc53_03021,bc53_03022,bc53_03025	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode53_SoFic_13	SoFIC	SoFic	bc53_00057	bc53_00057	bc53_00057	1	SoFic__SoFic
barcode53_CBASS_II_12	CBASS	CBASS_II	bc53_00131	bc53_00133	bc53_00131,bc53_00132,bc53_00133	3	CBASS__Sensing_SAVED,CBASS__Cyclase_II,CBASS__AG_E1_ThiF
barcode53_SoFic_14	SoFIC	SoFic	bc53_00227	bc53_00227	bc53_00227	1	SoFic__SoFic
barcode53_DRT8_1	DRT	DRT8	bc53_02222	bc53_02223	bc53_02222,bc53_02223	2	DRT8__DRT8b,DRT8__DRT8
barcode53_Wadjet_I_3	Wadjet	Wadjet_I	bc53_04094	bc53_04097	bc53_04094,bc53_04096,bc53_04097	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode53_CAS_Class1-Subtype-I-F_16	CasFinder	CAS_Class1-Subtype-I-F	bc53_00247	bc53_00252	bc53_00247,bc53_00248,bc53_00249,bc53_00250,bc53_00251,bc53_00252	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode54_Avs_III_4	Avs	Avs_III	bc54_03383	bc54_03384	bc54_03383,bc54_03384	2	Avs_III__Avs3B,Avs_III__Avs3A
barcode54_Wadjet_I_6	Wadjet	Wadjet_I	bc54_04115	bc54_04119	bc54_04115,bc54_04116,bc54_04118,bc54_04119	4	Wadjet__JetD_I,Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode54_SoFic_8	SoFIC	SoFic	bc54_00228	bc54_00228	bc54_00228	1	SoFic__SoFic
barcode54_AbiD_1	AbiD	AbiD	bc54_00337	bc54_00337	bc54_00337	1	AbiD__AbiD
barcode54_Gabija_2	Gabija	Gabija	bc54_01000	bc54_01001	bc54_01000,bc54_01001	2	Gabija__GajB_2,Gabija__GajA
barcode54_Gabija_3	Gabija	Gabija	bc54_02177	bc54_02178	bc54_02177,bc54_02178	2	Gabija__GajB_2,Gabija__GajA
barcode54_RM_Type_II_10	RM	RM_Type_II	bc54_01012	bc54_01016	bc54_01012,bc54_01015,bc54_01016	3	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases,RM_Type_II__Type_II_REases
barcode54_RM_Type_I_9	RM	RM_Type_I	bc54_03024	bc54_03029	bc54_03024,bc54_03028,bc54_03029	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode54_RosmerTA_7	RosmerTA	RosmerTA	bc54_02179	bc54_02180	bc54_02179,bc54_02180	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
barcode54_CAS_Class1-Subtype-I-F_11	CasFinder	CAS_Class1-Subtype-I-F	bc54_00250	bc54_00255	bc54_00250,bc54_00251,bc54_00252,bc54_00253,bc54_00254,bc54_00255	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode55_RM_Type_I_7	RM	RM_Type_I	bc55_03056	bc55_03060	bc55_03056,bc55_03058,bc55_03060	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode55_AbiD_1	AbiD	AbiD	bc55_00329	bc55_00329	bc55_00329	1	AbiD__AbiD
barcode55_SoFic_5	SoFIC	SoFic	bc55_00054	bc55_00054	bc55_00054	1	SoFic__SoFic
barcode55_SoFic_6	SoFIC	SoFic	bc55_00229	bc55_00229	bc55_00229	1	SoFic__SoFic
barcode55_FS_HP_2	FS_HP	FS_HP	bc55_00021	bc55_00021	bc55_00021	1	FS_HP__HP
barcode55_Wadjet_I_4	Wadjet	Wadjet_I	bc55_04162	bc55_04165	bc55_04162,bc55_04164,bc55_04165	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode56_AbiD_1	AbiD	AbiD	bc56_03910	bc56_03910	bc56_03910	1	AbiD__AbiD
barcode56_Wadjet_I_3	Wadjet	Wadjet_I	bc56_04182	bc56_04185	bc56_04182,bc56_04184,bc56_04185	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode56_RM_Type_I_8	RM	RM_Type_I	bc56_01174	bc56_01177	bc56_01174,bc56_01175,bc56_01177	3	RM__Type_I_MTases,RM__Type_I_S,RM__Type_I_REases
barcode56_RM_Type_IIG_9	RM	RM_Type_IIG	bc56_03252	bc56_03252	bc56_03252	1	RM_Type_IIG__Type_IIG
barcode56_SoFic_6	SoFIC	SoFic	bc56_00056	bc56_00056	bc56_00056	1	SoFic__SoFic
barcode56_SoFic_7	SoFIC	SoFic	bc56_04012	bc56_04012	bc56_04012	1	SoFic__SoFic
barcode56_CAS_Class1-Subtype-I-F_10	CasFinder	CAS_Class1-Subtype-I-F	bc56_03990	bc56_03995	bc56_03990,bc56_03991,bc56_03992,bc56_03993,bc56_03994,bc56_03995	6	cas1_I-F_1,cas3f_I-F_1,cas8f_I-F_8,cas5f_I-F_4,cas7f_I-F_2,cas6f_I_II_III_IV_V_VI_3
barcode56_PD-T7-2_5	PD-T7-2	PD-T7-2	bc56_00133	bc56_00134	bc56_00133,bc56_00134	2	PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B
barcode56_PARIS_I_4	Paris	PARIS_I	bc56_03669	bc56_03670	bc56_03669,bc56_03670	2	Paris_I__AriB_DUF4435_I,Paris_I__AriA_AAA15
barcode57_CAS_Class1-Subtype-I-F_17	CasFinder	CAS_Class1-Subtype-I-F	bc57_00246	bc57_00251	bc57_00246,bc57_00247,bc57_00248,bc57_00249,bc57_00250,bc57_00251	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode57_CapRel_9	CapRel	CapRel	bc57_00473	bc57_00473	bc57_00473	1	CapRel__CapRel
barcode57_Gao_TerY_2	Gao_TerY	Gao_TerY	bc57_01047	bc57_01049	bc57_01047,bc57_01048,bc57_01049	3	Gao_TerY__TerYA,Gao_TerY__TerYB,Gao_TerY__TerYC
barcode57_Gao_Iet_1	Gao_Iet	Gao_Iet	bc57_02230	bc57_02231	bc57_02230,bc57_02231	2	Gao_Iet__IetA,Gao_Iet__IetS
barcode57_Lamassu-Mrr_3	Lamassu-Fam	Lamassu-Mrr	bc57_04159	bc57_04161	bc57_04159,bc57_04160,bc57_04161	3	Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuC_acc_Mrr,Lamassu-Fam__LmuB_SMC_Mrr
barcode57_RM_Type_I_16	RM	RM_Type_I	bc57_03027	bc57_03031	bc57_03027,bc57_03028,bc57_03031	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode57_SoFic_14	SoFIC	SoFic	bc57_00052	bc57_00052	bc57_00052	1	SoFic__SoFic
barcode57_CBASS_I_13	CBASS	CBASS_I	bc57_00121	bc57_00122	bc57_00121,bc57_00122	2	CBASS__Sensing_SAVED,CBASS__Cyclase_II
barcode57_SoFic_15	SoFIC	SoFic	bc57_00222	bc57_00222	bc57_00222	1	SoFic__SoFic
barcode57_BREX_I_11	BREX	BREX_I	bc57_03674	bc57_03679	bc57_03674,bc57_03675,bc57_03676,bc57_03677,bc57_03678,bc57_03679	6	BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819
barcode57_FS_HP_4	FS_HP	FS_HP	bc57_00021	bc57_00021	bc57_00021	1	FS_HP__HP
barcode57_NLR_like_bNACHT01_5	NLR	NLR_like_bNACHT01	bc57_00060	bc57_00060	bc57_00060	1	NLR_like_bNACHT01__NLR_like_bNACHT01
barcode57_Septu_6	Septu	Septu	bc57_01958	bc57_01960	bc57_01958,bc57_01959,bc57_01960	3	Septu__PtuB,Septu__PtuA,Septu__PtuB
barcode57_Wadjet_I_8	Wadjet	Wadjet_I	bc57_04131	bc57_04134	bc57_04131,bc57_04133,bc57_04134	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode58_RM_Type_I_10	RM	RM_Type_I	bc58_03050	bc58_03054	bc58_03050,bc58_03054	2	RM__Type_I_REases,RM__Type_I_MTases
barcode58_SoFic_8	SoFIC	SoFic	bc58_00055	bc58_00055	bc58_00055	1	SoFic__SoFic
barcode58_SoFic_9	SoFIC	SoFic	bc58_00234	bc58_00234	bc58_00234	1	SoFic__SoFic
barcode58_CBASS_II_7	CBASS	CBASS_II	bc58_01019	bc58_01022	bc58_01019,bc58_01020,bc58_01021,bc58_01022	4	CBASS__Jab,CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Phospholipase
barcode58_Septu_2	Septu	Septu	bc58_01932	bc58_01933	bc58_01932,bc58_01933	2	Septu__PtuB,Septu__PtuA
barcode58_Wadjet_I_4	Wadjet	Wadjet_I	bc58_04160	bc58_04163	bc58_04160,bc58_04162,bc58_04163	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode58_CAS_Class1-Subtype-I-F_11	CasFinder	CAS_Class1-Subtype-I-F	bc58_00251	bc58_00256	bc58_00251,bc58_00252,bc58_00253,bc58_00254,bc58_00255,bc58_00256	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode58_AbiD_1	AbiD	AbiD	bc58_00336	bc58_00336	bc58_00336	1	AbiD__AbiD
barcode59_SoFic_7	SoFIC	SoFic	bc59_00054	bc59_00054	bc59_00054	1	SoFic__SoFic
barcode59_SoFic_8	SoFIC	SoFic	bc59_00230	bc59_00230	bc59_00230	1	SoFic__SoFic
barcode59_Old_exonuclease_4	Old_exonuclease	Old_exonuclease	bc59_01002	bc59_01002	bc59_01002	1	Old_exonuclease__Old_exonuclease
barcode59_Avs_IV_3	Avs	Avs_IV	bc59_02360	bc59_02360	bc59_02360	1	Avs_IV__Avs4A
barcode59_Wadjet_I_6	Wadjet	Wadjet_I	bc59_04327	bc59_04330	bc59_04327,bc59_04329,bc59_04330	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode59_BstA_2	BstA	BstA	bc59_00128	bc59_00128	bc59_00128	1	BstA__BstA
barcode59_AbiD_1	AbiD	AbiD	bc59_00336	bc59_00336	bc59_00336	1	AbiD__AbiD
barcode59_RM_Type_I_9	RM	RM_Type_I	bc59_03185	bc59_03189	bc59_03185,bc59_03186,bc59_03189	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode59_CAS_Class1-Subtype-I-F_10	CasFinder	CAS_Class1-Subtype-I-F	bc59_00248	bc59_00253	bc59_00248,bc59_00249,bc59_00250,bc59_00251,bc59_00252,bc59_00253	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode60_CAS_Class1-Subtype-I-F_10	CasFinder	CAS_Class1-Subtype-I-F	bc60_00246	bc60_00251	bc60_00246,bc60_00247,bc60_00248,bc60_00249,bc60_00250,bc60_00251	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode60_BstA_2	BstA	BstA	bc60_00126	bc60_00126	bc60_00126	1	BstA__BstA
barcode60_AbiD_1	AbiD	AbiD	bc60_00333	bc60_00333	bc60_00333	1	AbiD__AbiD
barcode60_RM_Type_I_9	RM	RM_Type_I	bc60_03188	bc60_03191	bc60_03188,bc60_03191	2	RM__Type_I_MTases,RM__Type_I_REases
barcode60_Old_exonuclease_4	Old_exonuclease	Old_exonuclease	bc60_00999	bc60_00999	bc60_00999	1	Old_exonuclease__Old_exonuclease
barcode60_Avs_IV_3	Avs	Avs_IV	bc60_02363	bc60_02363	bc60_02363	1	Avs_IV__Avs4A
barcode60_Wadjet_I_6	Wadjet	Wadjet_I	bc60_04334	bc60_04337	bc60_04334,bc60_04336,bc60_04337	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode60_SoFic_7	SoFIC	SoFic	bc60_00052	bc60_00052	bc60_00052	1	SoFic__SoFic
barcode60_SoFic_8	SoFIC	SoFic	bc60_00228	bc60_00228	bc60_00228	1	SoFic__SoFic
barcode61_AbiU_1	AbiU	AbiU	bc61_00581	bc61_00581	bc61_00581	1	AbiU__AbiU
barcode61_Gabija_2	Gabija	Gabija	bc61_02579	bc61_02580	bc61_02579,bc61_02580	2	Gabija__GajB_2,Gabija__GajA
barcode61_Shedu_3	Shedu	Shedu	bc61_02930	bc61_02930	bc61_02930	1	Shedu__SduA
barcode61_CAS_Class1-Subtype-I-F_14	CasFinder	CAS_Class1-Subtype-I-F	bc61_00248	bc61_00253	bc61_00248,bc61_00249,bc61_00250,bc61_00251,bc61_00252,bc61_00253	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode61_Avs_III_4	Avs	Avs_III	bc61_03434	bc61_03436	bc61_03434,bc61_03436	2	Avs_III__Avs3B,Avs_III__Avs3A
barcode61_Wadjet_I_6	Wadjet	Wadjet_I	bc61_04158	bc61_04161	bc61_04158,bc61_04159,bc61_04160,bc61_04161	4	Wadjet__JetD_I,Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode61_CBASS_I_9	CBASS	CBASS_I	bc61_00060	bc61_00061	bc61_00060,bc61_00061	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
barcode61_PD-Lambda-5_10	PD-Lambda-5	PD-Lambda-5	bc61_02424	bc61_02425	bc61_02424,bc61_02425	2	PD-Lambda-5__PD-Lambda-5_A,PD-Lambda-5__PD-Lambda-5_B
barcode61_RM_Type_IV_13	RM	RM_Type_IV	bc61_02598	bc61_02598	bc61_02598	1	RM_Type_IV__Type_IV_REases
barcode61_RM_Type_IIG_12	RM	RM_Type_IIG	bc61_02922	bc61_02922	bc61_02922	1	RM_Type_IIG__Type_IIG
barcode61_RM_Type_I_11	RM	RM_Type_I	bc61_03083	bc61_03086	bc61_03083,bc61_03084,bc61_03086	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode61_JukAB_7	JukAB	JukAB	bc61_02860	bc61_02861	bc61_02860,bc61_02861	2	JukAB__JukA,JukAB__JukB
barcode62_Gao_TerY_2	Gao_TerY	Gao_TerY	bc62_01047	bc62_01049	bc62_01047,bc62_01048,bc62_01049	3	Gao_TerY__TerYA,Gao_TerY__TerYB,Gao_TerY__TerYC
barcode62_Gao_Iet_1	Gao_Iet	Gao_Iet	bc62_02231	bc62_02232	bc62_02231,bc62_02232	2	Gao_Iet__IetA,Gao_Iet__IetS
barcode62_Lamassu-Mrr_3	Lamassu-Fam	Lamassu-Mrr	bc62_04162	bc62_04164	bc62_04162,bc62_04163,bc62_04164	3	Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuC_acc_Mrr,Lamassu-Fam__LmuB_SMC_Mrr
barcode62_RM_Type_I_16	RM	RM_Type_I	bc62_03025	bc62_03029	bc62_03025,bc62_03026,bc62_03029	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode62_FS_HP_4	FS_HP	FS_HP	bc62_00021	bc62_00021	bc62_00021	1	FS_HP__HP
barcode62_NLR_like_bNACHT01_5	NLR	NLR_like_bNACHT01	bc62_00060	bc62_00060	bc62_00060	1	NLR_like_bNACHT01__NLR_like_bNACHT01
barcode62_Septu_6	Septu	Septu	bc62_01959	bc62_01961	bc62_01959,bc62_01960,bc62_01961	3	Septu__PtuB,Septu__PtuA,Septu__PtuB
barcode62_Wadjet_I_8	Wadjet	Wadjet_I	bc62_04135	bc62_04138	bc62_04135,bc62_04137,bc62_04138	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode62_CAS_Class1-Subtype-I-F_17	CasFinder	CAS_Class1-Subtype-I-F	bc62_00246	bc62_00251	bc62_00246,bc62_00247,bc62_00248,bc62_00249,bc62_00250,bc62_00251	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode62_SoFic_14	SoFIC	SoFic	bc62_00052	bc62_00052	bc62_00052	1	SoFic__SoFic
barcode62_CBASS_I_13	CBASS	CBASS_I	bc62_00121	bc62_00122	bc62_00121,bc62_00122	2	CBASS__Sensing_SAVED,CBASS__Cyclase_II
barcode62_SoFic_15	SoFIC	SoFic	bc62_00222	bc62_00222	bc62_00222	1	SoFic__SoFic
